Tail_number,Summary,Owner,Airworthiness_Class,Serial_Number,Engine,Weight,Speed,Mode_S_Code,Status,Certificate_Issue_Date,Airworthiness_Date,Last_Action_Date,Expiration,Registry_Source
N473AE,2009 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"UMB BANK NA TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,52407,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051346104 / A5CC44,Assigned,2018-12-13,2009-12-01,2020-07-08,2021-12-31,FAA
N473P, CIRRUS DESIGN CORP SR22TFixed wing single engine(5 seats / 1 engine),"CIRRUS DESIGN CORPDULUTH, MN, US(Foreign Corporation)",Unknown/Unknown,2244,(Reciprocating),"Less than 12,500lbs",Not defined,051346604 / A5CD84,Manufacturer registration,,,2020-12-17,,FAA
N473RA,2010 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"TVPX AIRCRAFT SOLUTIONS INC TRUSTEENORTH SALT LAKE, UT, US(Corporation)",Standard/Normal,54045,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051346667 / A5CDB7,Assigned,2017-09-15,2010-12-13,2020-04-20,2023-09-30,FAA
N474LF,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"WEST PENN ALLEGHENY HEALTH SYSTEM INCPITTSBURGH, PA, US(Corporation)",Standard/Transport,9301,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051350366 / A5D0F6,Assigned,2012-02-07,2011-09-09,2020-10-17,2024-02-29,FAA
N479AE,2015 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"TEXTRON AVIATION FINANCE CORPWICHITA, KS, US(Corporation)",Standard/Normal,52479,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051361216 / A5E28E,Assigned,2016-06-02,2015-11-10,2019-01-14,2022-06-30,FAA
N47HN,2012 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"KEYBANK NASUPERIOR, CO, US(Corporation)",Standard/Normal,7317,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,051337575 / A5BF7D,Assigned,2017-07-26,2012-12-27,2020-02-21,2023-07-31,FAA
N480AE,2001 BELL 407Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,53505,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051364236 / A5E89E,Assigned,2018-01-25,2001-11-26,2020-11-20,2024-01-31,FAA
N481LF,2010 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"GEISINGER MEDICAL CENTERDANVILLE, PA, US(Corporation)",Standard/Transport,9392,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051366520 / A5ED50,Assigned,2011-08-05,2013-03-21,2020-03-12,2023-08-31,FAA
N482LF,2007 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"GEISINGER MEDICAL CENTERDANVILLE, PA, US(Corporation)",Standard/Transport,9118,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051370407 / A5F107,Assigned,2008-03-05,2007-06-13,2019-08-12,2023-01-31,FAA
N483AE,2010 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"UMB BANK NA TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,52410,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051371703 / A5F3C3,Assigned,2018-12-13,2010-01-28,2020-07-08,2021-12-31,FAA
N483LF,2007 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"GEISINGER MEDICAL CENTERDANVILLE, PA, US(Corporation)",Standard/Transport,9133,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051372276 / A5F4BE,Assigned,2008-07-18,2007-09-06,2020-10-15,2024-03-31,FAA
N484AE,2010 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"UMB BANK NA TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,52411,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051373572 / A5F77A,Assigned,2018-12-13,2010-02-18,2020-07-08,2021-12-31,FAA
N484LF,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"GEISINGER MEDICAL CENTERDANVILLE, PA, US(Corporation)",Standard/Transport,9259,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051374165 / A5F875,Assigned,2009-07-21,2009-06-12,2020-10-15,2024-03-31,FAA
N485AE,2001 BELL 407Rotorcraft(7 seats / 1 engine),"CESSNA FINANCE CORPWICHITA, KS, US(Corporation)",Standard/Normal,53504,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051375461 / A5FB31,Assigned,2008-11-19,2001-11-29,2018-12-20,2022-01-31,FAA
N485EC,2010 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"PITT COUNTY MEMORIAL HOSPITAL INCGREENVILLE, NC, US(Co-owned)",Standard/Transport,9348,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051375623 / A5FB93,Assigned,2010-07-21,2010-06-21,2020-06-18,2023-11-30,FAA
N485LF,2013 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"GEISINGER MEDICAL CENTERDANVILLE, PA, US(Corporation)",Standard/Transport,9614,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051376054 / A5FC2C,Assigned,2013-11-19,2013-09-12,2019-06-10,2022-11-30,FAA
N485UH, MESSERSCHMITT-BOLKOW-BLOHM BK 117 A-4Rotorcraft(8 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Transport,7036,LYCOMINGLTS-101SER(Turbo-shaft)Horsepower:317,"Less than 12,500lbs",Not defined,051376366 / A5FCF6,Assigned,2010-05-13,1994-04-28,2019-11-18,2023-04-30,FAA
N486AE,2014 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"TEXTRON FINANCIAL CORPWICHITA, KS, US(Corporation)",Standard/Normal,52467,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051377350 / A5FEE8,Assigned,2015-02-06,2015-01-13,2020-09-10,2024-02-29,FAA
N486LF,1995 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-1Rotorcraft(4 seats / 1 engine),"GEISINGER MEDICAL CENTERDANVILLE, PA, US(Corporation)",Standard/Transport,7513,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051377743 / A5FFE3,Assigned,2014-08-21,2007-08-06,2020-03-12,2023-08-31,FAA
N487LF,2009 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"GEISINGER MEDICAL CENTERDANVILLE, PA, US(Corporation)",Experimental,9255,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051401632 / A6039A,Assigned,2017-07-18,2018-03-29,2020-02-25,2023-07-31,FAA
N488LF,2010 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"ST LUKES UNIVERSITY HEALTH NETWORKDANVILLE, PA, US(Corporation)",Standard/Transport,9377,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051403521 / A60751,Assigned,2017-11-15,2018-06-04,2020-08-15,2023-11-30,FAA
N489AE,2011 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"PACIFIC WESTERN BANKCHICAGO, IL, US(Corporation)",Standard/Normal,54059,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051405015 / A60A0D,Assigned,2014-05-16,2011-03-14,2020-03-06,2023-05-31,FAA
N48AE,1980 BELL HELICOPTER TEXTRON 206L-1Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,45562,ALLISON250-C30SER(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051363105 / A5E645,Unknown,2005-10-26,2002-05-09,2018-03-16,2021-08-31,FAA
N48RX,2008 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"AIR EVAC EMS INCOFALLON, MO, US(Corporation)",Standard/Normal,53871,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051363715 / A5E7CD,Assigned,2017-12-27,2008-09-17,2017-12-27,2020-12-31,FAA
N490AE,2006 BELL HELICOPTER TEXTRON CANADA 206L-4Rotorcraft(5 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,52336,ROLLS-ROYC250-C30P(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051410035 / A6101D,Assigned,2011-04-15,2006-08-18,2020-01-20,2023-04-30,FAA
N490H,2008 AMERICAN EUROCOPTER LLC AS350B3Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4539,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,051410307 / A610C7,Assigned,2015-03-11,2008-10-10,2020-10-16,2024-03-31,FAA
N491AE,1998 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,53290,ROLLS-ROYC250-C47SER(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051411724 / A613D4,Assigned,2018-10-25,2019-03-18,2019-05-20,2021-10-31,FAA
N492AE,2003 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0278,P&WCANADAPW206BSERIES(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,051413613 / A6178B,Assigned,2012-06-25,2003-12-12,2021-01-25,2024-06-30,FAA
N493AE, BELL 407Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,53275,ALLISON250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051415502 / A61B42,Assigned,2008-01-28,2003-01-24,2018-11-26,2022-04-30,FAA
N493PH,1999 BELL 407Rotorcraft(7 seats / 1 engine),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,53393,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051416212 / A61C8A,Assigned,2017-03-20,2004-02-28,2020-01-13,2023-03-31,FAA
N495AE,1999 BELL 407Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,53363,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051421260 / A622B0,Assigned,2008-01-28,1999-05-06,2018-11-26,2022-04-30,FAA
N496AE,1999 BELL 407Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,53328,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051423147 / A62667,Assigned,2008-01-28,1999-01-06,2018-11-26,2022-04-30,FAA
N497P,1998 BELL 407Rotorcraft(7 seats / 1 engine),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,53277,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051425536 / A62B5E,Assigned,2016-10-07,2004-02-28,2019-09-11,2022-10-31,FAA
N498AE,2003 EUROCOPTER FRANCE AS 350 B3Rotorcraft(6 seats / 1 engine),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,3687,TURBOMECAARRIELSERIES(Turbo-shaft)Horsepower:985,"Less than 12,500lbs",Not defined,051426725 / A62DD5,Assigned,2016-07-28,2004-04-08,2019-09-11,2022-07-31,FAA
N498P,1998 BELL 407Rotorcraft(7 seats / 1 engine),"PHI HEALTH LLCLAFAYETTE, LA, US",Standard/Normal,53283,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051427425 / A62F15,Assigned,2017-03-20,1998-07-30,2020-01-13,2023-03-31,FAA
N499AE,1999 BELL 407Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,53367,ALLISON250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051430614 / A6318C,Assigned,2010-08-26,2010-08-13,2020-11-20,2024-02-29,FAA
N504LH,2005 EUROCOPTER DEUTSCHLAND GMBH EC135T2Rotorcraft(12 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0382,TURBOMECAARRIUS2B(Turbo-shaft)Horsepower:515,"12,500-19,999lbs",Not defined,051444716 / A649CE,Assigned,2012-09-10,2005-03-17,2018-01-03,2018-09-30,FAA
N505LE,2001 BELL 407Rotorcraft(7 seats / 1 engine),"LIFEFLIGHT EAGLEKANSAS CITY, MO, US(Corporation)",Standard/Normal,53470,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051446602 / A64D82,Assigned,2007-10-12,2001-02-27,2018-09-27,2021-09-30,FAA
N505MT,1998 BELL 407Rotorcraft(7 seats / 1 engine),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,53307,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051446650 / A64DA8,Assigned,2004-04-05,2004-05-25,2019-09-13,2023-01-31,FAA
N505TJ,2010 BELL HELICOPTER TEXTRON CANADA 429Rotorcraft(9 seats / 2 engines),"MERCY FLIGHT INCBUFFALO, NY, US(Corporation)",Standard/Normal,57029,P&WCANADAPW207D(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,051447065 / A64E35,Assigned,2011-01-04,2011-01-13,2019-12-17,2023-01-31,FAA
N506LF,2010 EUROCOPTER EC 130 B4Rotorcraft(6 seats / 1 engine),"BANK OF UTAH TRUSTEESALT LAKE CITY, UT, US(Corporation)",Experimental/Normal,4973,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"12,500-19,999lbs",Not defined,051450472 / A6513A,Assigned,2017-09-18,2010-10-19,2020-07-07,2023-09-30,FAA
N506MT,2001 BELL 407Rotorcraft(7 seats / 1 engine),"MED TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,53511,ALLISON250SER400HP(Turbo-shaft)Horsepower:400,"Less than 12,500lbs",Not defined,051450537 / A6515F,Assigned,2019-02-25,2001-12-21,2019-02-25,2022-02-28,FAA
N506TJ,2017 BELL HELICOPTER TEXTRON CANADA 429Rotorcraft(9 seats / 2 engines),"MERCY FLIGHT INCBUFFALO, NY, US(Corporation)",Unknown/Unknown,57331,(Turbo-shaft),"Less than 12,500lbs",Not defined,051450754 / A651EC,Assigned,2018-02-27,,2020-10-19,2024-02-29,FAA
N507AM,2009 AMERICAN EUROCOPTER LLC AS350B3Rotorcraft(7 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,4711,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,051451775 / A653FD,Assigned,2015-01-21,2010-02-24,2020-08-13,2024-01-31,FAA
N507GA,2013 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"FLAGSTAFF MEDICAL CENTER INCFLAGSTAFF, AZ, US(Corporation)",Standard/Normal,54466,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051452210 / A65488,Assigned,2014-04-22,2014-01-09,2019-11-13,2023-04-30,FAA
N507ME,2012 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"CENTER FOR EMERGENCY MEDICINE OF WESTERN PAWEST MIFFLIN, PA, US(Corporation)",Standard/Transport,9507,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051452411 / A65509,Assigned,2012-04-06,2012-06-29,2020-11-18,2024-04-30,FAA
N507MT,2001 BELL 407Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,53512,ALLISON250SER400HP(Turbo-shaft)Horsepower:400,"Less than 12,500lbs",Not defined,051452426 / A65516,Assigned,2019-06-05,2001-12-21,2019-06-05,2022-06-30,FAA
N507TJ,2017 BELL HELICOPTER TEXTRON CANADA 429Rotorcraft(9 seats / 2 engines),"MERCY FLIGHT INCBUFFALO, NY, US(Corporation)",Standard/Normal,57332,P&WCANADAPW207D(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,051452643 / A655A3,Assigned,2018-02-27,2018-02-27,2020-10-19,2024-02-29,FAA
N508TJ,2017 BELL HELICOPTER TEXTRON CANADA 429Rotorcraft(9 seats / 2 engines),"MERCY FLIGHT INCBUFFALO, NY, US(Corporation)",Standard/Normal,57333,P&WCANADAPW207D(Turbo-shaft)Horsepower:572,"Less than 12,500lbs",Not defined,051454532 / A6595A,Assigned,2018-03-01,2018-05-16,2020-10-19,2024-03-31,FAA
N511MT,2003 BELL 407Rotorcraft(7 seats / 1 engine),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,53563,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051463113 / A6664B,Assigned,2003-09-12,2003-05-22,2020-12-15,2024-04-30,FAA
N511SL,2002 AGUSTA SPA A119Rotorcraft(8 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,14028,P&WPT6SERIES(Turbo-shaft)Horsepower:500,"Less than 12,500lbs",Not defined,051463301 / A666C1,Assigned,2013-04-09,2002-09-27,2018-11-13,2022-04-30,FAA
N512MT,2003 BELL 407Rotorcraft(7 seats / 1 engine),"AIR EVAC EMS INCO FALLON, MO, US(Corporation)",Standard/Normal,53571,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051465002 / A66A02,Assigned,2015-10-01,2003-09-17,2018-06-15,2021-10-31,FAA
N512PH,2009 AMERICAN EUROCOPTER LLC AS350B3Rotorcraft(7 seats / 1 engine),"HELICOPTER SERVICES INCSPRING, TX, US(Corporation)",Special Flight Permit,4607,TURBOMECAARRIEL2B1(Turbo-shaft)Horsepower:747,"Less than 12,500lbs",Not defined,051465052 / A66A2A,Assigned,2014-09-09,2014-09-25,2014-09-09,2017-09-30,FAA
N512WF,2010 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Normal,0946,P&WCANADAPW206B(Turbo-shaft)Horsepower:431,"Less than 12,500lbs",Not defined,051465327 / A66AD7,Assigned,2018-01-29,2018-04-27,2020-08-13,2024-01-31,FAA
N513MT,2018 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"BRIDGE FUNDING GROUP INCHUNT VALLEY, MD, US(Corporation)",Standard/Normal,54741,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051466671 / A66DB9,Unknown,2018-07-24,2018-01-24,2018-07-24,2021-07-31,FAA
N515MT,2004 BELL 407Rotorcraft(7 seats / 1 engine),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,53604,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051472447 / A67527,Assigned,2010-07-19,2004-06-30,2020-05-12,2023-10-31,FAA
N516LF,2012 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"BANK OF UTAH TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,14782,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,051474271 / A678B9,Assigned,2014-01-27,2013-05-30,2019-10-11,2023-01-31,FAA
N516MT,2007 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,53762,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051474336 / A678DE,Assigned,2007-06-14,2007-05-17,2020-02-14,2023-07-31,FAA
N517MT, EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AXOS BANKCOTTONWOOD HEIGHTS, UT, US(Corporation)",Unknown/Unknown,0666,(Turbo-shaft),"Less than 12,500lbs",Not defined,051476225 / A67C95,Assigned,2020-01-16,,2020-01-16,2023-01-31,FAA
N518MT,2009 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"PACIFIC WESTERN BANKCHICAGO, IL, US(Corporation)",Standard/Normal,53915,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051500114 / A6804C,Assigned,2016-01-26,2009-01-14,2019-11-21,2022-01-31,FAA
N518WF, EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"METRO AVIATION INCSHREVEPORT, LA, US(Corporation)",Standard/Normal,0713,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051500441 / A68121,Unknown,2018-08-27,2018-09-17,2018-08-27,2021-08-31,FAA
N519MT,2009 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"CESSNA FINANCE CORPWICHITA, KS, US(Corporation)",Standard/Normal,53956,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051502003 / A68403,Assigned,2009-08-31,2009-06-30,2020-09-10,2024-02-29,FAA
N520CF,1998 EUROCOPTER AS365N3Rotorcraft(14 seats / 2 engines),"MIAMI VALLEY HOSPITALDAYTON, OH, US(Corporation)",Standard/Transport,6537,TURBOMECAARRIEL2C(Turbo-shaft)Horsepower:779,"12,500-19,999lbs",Not defined,051504446 / A68926,Assigned,2004-01-08,2004-06-29,2018-12-28,2022-04-30,FAA
N520MT,2007 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"CESSNA FINANCE CORPWICHITA, KS, US(Corporation)",Standard/Normal,53805,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051505023 / A68A13,Assigned,2008-01-16,2007-12-15,2018-12-12,2022-05-31,FAA
N521MT, BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"BRIDGE FUNDING  GROUP INCHUNT VALLEY, MD, US(Corporation)",Unknown/Unknown,54750,(Turbo-shaft),"Less than 12,500lbs",Not defined,051506712 / A68DCA,Assigned,2018-11-02,,2018-11-02,2021-11-30,FAA
N521RC,2014 BELL HELICOPTER TEXTRON CANADA 407Rotorcraft(8 seats / 1 engine),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,54496,ROLLS-ROYC250-C47B(Turbo-shaft)Horsepower:650,"Less than 12,500lbs",Not defined,051507037 / A68E1F,Assigned,2020-12-07,2014-05-05,2020-12-07,2023-12-31,FAA
N521RQ,2001 AGUSTA SPA A119Rotorcraft(8 seats / 1 engine),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,14019,P&WPT6SERIES(Turbo-shaft)Horsepower:500,"Less than 12,500lbs",Not defined,051507053 / A68E2B,Assigned,2017-04-25,2001-11-20,2019-11-18,2023-04-30,FAA
N522ME,2012 EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2Rotorcraft(8 seats / 2 engines),"CENTER FOR EMERGENCY MEDICINE OF WESTERN PAWEST MIFFLIN, PA, US(Corporation)",Standard/Transport,9522,TURBOMECAARRIEL1E2(Turbo-shaft)Horsepower:708,"Less than 12,500lbs",Not defined,051510564 / A69174,Assigned,2012-05-24,2012-08-17,2020-12-15,2024-05-31,FAA
N522MT,1998 BELL 407Rotorcraft(7 seats / 1 engine),"MED-TRANS CORPORATIONDENTON, TX, US(Corporation)",Standard/Normal,53272,ALLISON250-C47(Turbo-shaft)Horsepower:600,"Less than 12,500lbs",Not defined,051510601 / A69181,Assigned,2008-07-30,2000-04-27,2020-05-12,2023-10-31,FAA
N523MT,2009 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"MED-TRANS CORPDENTON, TX, US(Corporation)",Standard/Normal,0821,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051512470 / A69538,Assigned,2009-08-10,2009-11-02,2020-09-30,2024-01-31,FAA
N524MT,2012 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"MED-TRANS CORPORATIONDENTON, TX, US(Corporation)",Standard/Normal,1039,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051514357 / A698EF,Assigned,2018-06-25,2012-09-07,2021-03-05,2024-06-30,FAA
N526LF,2013 AGUSTAWESTLAND PHILADELPHIA CO AW119MKIIRotorcraft(8 seats / 1 engine),"BANK OF UTAH TRUSTEESALT LAKE CITY, UT, US(Corporation)",Standard/Normal,14800,P&WCANADAPT6B-37A(Turbo-shaft)Horsepower:900,"Less than 12,500lbs",Not defined,051520070 / A6A038,Assigned,2014-01-27,2013-05-31,2019-10-11,2023-01-31,FAA
N527BF,2008 EUROCOPTER DEUTSCHLAND GMBH EC 135 P2+Rotorcraft(7 seats / 2 engines),"AIR METHODS CORPGREENWOOD VILLAGE, CO, US(Corporation)",Standard/Normal,0697,P&WCANADAPW206B2(Turbo-shaft)Horsepower:447,"Less than 12,500lbs",Not defined,051521416 / A6A30E,Assigned,2009-01-13,2008-08-13,2018-11-13,2022-04-30,FAA
N527ME,2007 EUROCOPTER DEUTSCHLAND GMBH EC 135 T2+Rotorcraft(12 seats / 2 engines),"CENTER FOR EMERGENCY MEDICINE OF WESTERN PENNWEST MIFFLIN, PA, US(Corporation)",Standard/Normal,0552,TURBOMECAARRIUS2B2(Turbo-shaft)Horsepower:642,"12,500-19,999lbs",Not defined,051522007 / A6A407,Assigned,2007-07-09,2007-04-27,2020-06-08,2023-10-31,FAA
